geneid,gene_symbol,uniprotid,gene_dsi,gene_dpi,gene_pli,protein_class,protein_class_name,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei,el,year_initial,year_final,source
2171,FABP5,Q01469,0.585,0.731,0.047008,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
2191,FAP,Q12884,0.496,0.808,1.9009e-28,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
2247,FGF2,P09038,0.383,0.923,0.0184,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
2260,FGFR1,P11362,0.362,0.885,0.99984,DTO_03300101,Kinase,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
2271,FH,P07954,0.489,0.846,0.08824,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
2289,FKBP5,Q13451,0.524,0.769,0.73393,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
22915,MMRN1,Q13201,0.465,0.846,2.0714e-25,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
22929,SEPHS1,P49903,0.695,0.385,0.97637,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
23093,TTLL5,Q6EMB2,0.686,0.5,2.9217e-22,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
23164,MPRIP,Q6WCQ1,0.556,0.885,0.98078,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
23205,ACSBG1,Q96GR2,0.603,0.654,3.959e-05,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
23389,MED13L,Q71F56,0.617,0.538,1.0,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
23450,SF3B3,Q15393,0.792,0.231,1.0,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2020.0,2020.0,ALL
23451,SF3B1,O75533,0.511,0.731,1.0,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
23523,CABIN1,Q9Y6J0,0.536,0.846,3.2844e-17,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
23528,ZNF281,Q9Y2X9,0.674,0.346,0.99624,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
2354,FOSB,P53539,0.463,0.846,0.97553,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2002.0,2002.0,ALL
23545,ATP6V0A2,Q9Y487,0.57,0.692,2.6314e-11,DTO_05007405,Transporter,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
2355,FOSL2,P15408,0.595,0.692,0.98293,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
23569,PADI4,Q9UM07,0.494,0.808,4.6001e-16,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2005.0,2005.0,ALL
23765,IL17RA,Q96F46,0.529,0.808,0.00035636,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2009.0,2009.0,ALL
240,ALOX5,P09917,0.447,0.885,1.2059e-06,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2010.0,2010.0,ALL
246319,VAMAS6,,0.729,0.269,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
2483,FRG1,Q14331,0.722,0.423,6.1368e-07,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
250,ALPP,P05187,0.487,0.808,1.8144e-13,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
2525,FUT3,P21217,0.606,0.615,6.2991e-05,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2014.0,2014.0,ALL
253430,IPMK,Q8NFU5,0.751,0.423,0.96258,DTO_03300101,Kinase,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
255061,TAC4,Q86UU9,0.711,0.462,3.6126e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
25849,PARM1,Q6UWI2,0.769,0.269,0.000869,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
2590,GALNT2,Q10471,0.678,0.538,0.0084175,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
26,AOC1,P19801,0.628,0.769,6.7236e-08,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2009.0,2009.0,ALL
260436,FDCSP,Q8NFU4,0.805,0.385,0.081818,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2010.0,2010.0,ALL
26151,NAT9,Q9BTE0,0.695,0.346,0.00022044,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2009.0,2009.0,ALL
2618,GART,P22102,0.631,0.615,0.00027711,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
2625,GATA3,P23771,0.415,0.846,0.89887,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
2648,KAT2A,Q92830,0.61,0.731,0.57331,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
2652,OPN1MW,P04001;P0DN77;P0DN78,0.572,0.769,0.037781,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,0.0,,2002.0,2002.0,ALL
2657,GDF1,P27539,0.529,0.692,0.41237,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
2668,GDNF,P39905,0.434,0.885,0.2035,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
26871,RNU1-1,,0.608,0.731,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2009.0,2009.0,ALL
2693,GHSR,Q92847,0.528,0.769,0.0065825,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2008.0,2008.0,ALL
27151,CPAMD8,Q8IZJ3,0.722,0.231,6.9237e-23,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
2720,GLB1,P16278,0.448,0.808,7.9215e-10,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2005.0,2005.0,ALL
27306,HPGDS,O60760,0.388,0.923,1.8063e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
27342,RABGEF1,Q9UJ41,0.55,0.731,0.00063083,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2010.0,2010.0,ALL
2735,GLI1,P08151,0.431,0.846,7.6639e-14,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
2740,GLP1R,P43220,0.471,0.846,0.29347,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
2775,GNAO1,P09471,0.523,0.808,0.98963,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2003.0,2003.0,ALL
2791,GNG11,P61952,0.76,0.231,0.54709,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
2804,GOLGB1,Q14789,0.695,0.615,9.2969e-12,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,0.0,,2002.0,2002.0,ALL
2806,GOT2,P00505,0.529,0.731,0.014233,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
28232,SLCO3A1,Q9UIG8,0.736,0.385,0.38961,DTO_05007405,Transporter,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2014.0,2014.0,ALL
2827,GPR3,P46089,0.743,0.5,0.00026263,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
283234,CCDC88B,A6NC98,0.743,0.192,1.399e-09,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
284110,GSDMA,Q96QA5,0.792,0.308,1.619e-16,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
28585,TRBV10-1,A0A0K0K1A3,0.931,0.077,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
28622,TRBJ2-7,A0A0A0MT78,0.931,0.077,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
2875,GPT,P24298,0.403,0.923,3.5945e-19,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
2876,GPX1,P07203,0.458,0.923,3.8518e-05,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
2885,GRB2,P62993,0.546,0.769,0.93934,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
29121,CLEC2D,Q9UHP7,0.736,0.308,0.23009,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
2934,GSN,P06396,0.475,0.885,3.8905e-11,DTO_05007530,Cellular structure,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
29761,USP25,Q9UHP3,0.743,0.308,0.7522,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
29775,CARD10,Q9BWT7,0.656,0.423,0.0022648,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
29969,MDFIC,Q9P1T7,0.76,0.308,0.037611,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
30009,TBX21,Q9UL17,0.541,0.808,0.99636,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
3043,HBB,P68871,0.494,0.808,1.2274e-09,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
3066,HDAC2,Q92769,0.476,0.846,0.99997,DTO_05007378,Epigenetic regulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
3077,HFE,Q30201,0.436,0.846,2.5587e-08,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
3082,HGF,P14210,0.374,0.885,0.99947,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2005.0,2005.0,ALL
31,ACACA,Q13085,0.48,0.846,1.0,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
3120,HLA-DQB2,P05538,0.573,0.731,0.042679,DTO_05007608,Immune response,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2003.0,2003.0,ALL
3122,HLA-DRA,P01903,0.581,0.769,0.51949,DTO_05007608,Immune response,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
3126,HLA-DRB4,P13762,0.565,0.846,,DTO_05007608,Immune response,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,0.0,,1999.0,1999.0,ALL
3127,HLA-DRB5,Q30154,0.608,0.731,3.6359e-07,DTO_05007608,Immune response,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
3146,HMGB1,P09429,0.368,0.923,0.82035,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
316,AOX1,Q06278,0.716,0.308,1.171e-31,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
3161,HMMR,O75330,0.544,0.615,5.5222e-21,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,1999.0,1999.0,ALL
3169,FOXA1,P55317,0.522,0.731,0.22227,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
317669,IBD9,,1.0,0.038,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
317782,CELIAC2,,0.653,0.577,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
3178,HNRNPA1,P09651,0.529,0.885,0.99911,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2009.0,2009.0,ALL
3184,HNRNPD,Q14103,0.621,0.654,0.99621,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
3240,HP,P00738,0.412,0.885,1.736e-05,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2007.0,2007.0,ALL
3248,HPGD,P15428,0.516,0.731,1.4357e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
3249,HPN,P05981,0.641,0.577,0.99911,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
3265,HRAS,P01112,0.378,0.885,0.079774,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,0.0,,1991.0,1991.0,ALL
3291,HSD11B2,P80365,0.532,0.808,0.11777,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2009.0,2009.0,ALL
3298,HSF2,Q03933,0.711,0.423,0.97536,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2014.0,2014.0,ALL
3310,HSPA6,P17066,0.743,0.423,6.8282e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
3320,HSP90AA1,P07900,0.411,0.923,0.86025,DTO_05007613,Chaperone,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
335,APOA1,P02647,0.429,0.885,0.00054909,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2014.0,2014.0,ALL
3363,HTR7,P34969,0.592,0.5,0.045409,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2014.0,2014.0,ALL
337,APOA4,P06727,0.582,0.577,5.4536e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2007.0,2007.0,ALL
3375,IAPP,P10997,0.507,0.808,0.0031814,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
338339,CLEC4D,Q8WXI8,0.587,0.538,2.4548e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
338412,TAS2R64P,,0.678,0.385,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,1991.0,1991.0,ALL
338557,FFAR4,Q5NUL3,0.621,0.577,1.3634e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
340419,RSPO2,Q6UXX9,0.558,0.577,0.024608,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
3439,IFNA1,P01562,0.371,0.923,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
3441,IFNA4,P05014,0.861,0.154,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
3446,IFNA10,P01566,0.89,0.115,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
3447,IFNA13,P01562,0.374,0.923,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
3456,IFNB1,P01574,0.421,0.846,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
3459,IFNGR1,P15260,0.529,0.692,0.015503,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
348,APOE,P02649,0.338,0.962,0.0018685,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
3486,IGFBP3,P17936,0.439,0.808,0.91029,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2011.0,2011.0,ALL
3488,IGFBP5,P24593,0.544,0.692,0.96283,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2001.0,2001.0,ALL
355,FAS,P25445,0.372,0.923,0.8117,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2006.0,2006.0,ALL
3551,IKBKB,O14920,0.506,0.846,0.99192,DTO_03300101,Kinase,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
356,FASLG,P48023,0.43,0.885,0.18345,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
3562,IL3,P08700,0.489,0.731,2.5874e-09,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,1992.0,1992.0,ALL
3563,IL3RA,P26951,0.56,0.769,2.9891e-27,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2008.0,2008.0,ALL
3575,IL7R,P16871,0.487,0.769,3.763e-07,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
3579,CXCR2,P25025,0.445,0.923,0.013736,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2015.0,2015.0,ALL
3588,IL10RB,Q08334,0.636,0.577,2.5103e-06,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
3595,IL12RB2,Q99665,0.608,0.692,1.6212e-09,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
3600,IL15,P40933,0.422,0.846,0.70859,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
3601,IL15RA,Q13261,0.603,0.769,2.332e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
3604,TNFRSF9,Q07011,0.502,0.769,0.32153,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2004.0,2004.0,ALL
3621,ING1,Q9UK53,0.573,0.692,0.0096662,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,0.0,,2004.0,2004.0,ALL
3627,CXCL10,P02778,0.378,0.885,0.36865,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2017.0,2017.0,ALL
3651,PDX1,P52945,0.53,0.654,0.017775,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2008.0,2008.0,ALL
3654,IRAK1,P51617,0.506,0.808,0.98774,DTO_03300101,Kinase,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2016.0,2016.0,ALL
3662,IRF4,Q15306,0.491,0.769,0.85677,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2008.0,2008.0,ALL
3682,ITGAE,P38570,0.579,0.692,3.9199e-20,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2003.0,2003.0,ALL
3684,ITGAM,P11215,0.443,0.808,3.3148e-11,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,0.0,,2003.0,2003.0,ALL
3685,ITGAV,P06756,0.526,0.769,0.00022844,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
3688,ITGB1,P05556,0.496,0.808,0.98208,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2013.0,2013.0,ALL
3689,ITGB2,P05107,0.444,0.923,5.0817e-15,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2002.0,2002.0,ALL
3690,ITGB3,P05106,0.485,0.846,0.0017189,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2010.0,2010.0,ALL
3718,JAK3,P52333,0.505,0.731,5.9311e-06,DTO_03300101,Kinase,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2019.0,2019.0,ALL
3725,JUN,P05412,0.442,0.885,0.05962,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2002.0,2002.0,ALL
3726,JUNB,P17275,0.467,0.769,0.86299,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2002.0,2002.0,ALL
3727,JUND,P17535,0.475,0.808,0.70054,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2002.0,2002.0,ALL
374291,NDUFS7,O75251,0.579,0.769,0.9142,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2018.0,2018.0,ALL
374739,TEPP,Q6URK8,0.931,0.115,0.0002319,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2012.0,2012.0,ALL
3780,KCNN1,Q92952,0.89,0.077,0.85412,DTO_01300327,Ion channel,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2003.0,2003.0,ALL
3783,KCNN4,O15554,0.653,0.577,5.0256e-07,DTO_01300327,Ion channel,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0,,2010.0,2010.0,ALL
